102,65.046501713106878,727.66308273646587,339.14751756737672,211.37676189633746,662.616581023359,12445,12582,12505,27.02734742164904,137
122,117.35832826442797,2686.0419282034463,469.04727524361783,461.39320709127855,2568.6835999390182,12402,12640,12494,46.953252253207673,238
102,117.63990385751522,793.45597811107052,473.47721441599822,250.47373152027669,675.81607425355526,12475,12626,12525,38.199995673055881,151
123,117.89177570869657,706.2554387989386,502.33602315117218,190.98942459190201,588.36366309024197,12380,12546,12501,36.233157687073472,166
102,70.167791119419192,2574.8160598634281,488.22778823148315,546.56456367099656,2504.6482687440089,12420,12643,12507,48.049534706041939,223
124,112.90503589459297,696.79541302361838,411.54497137126066,215.32887161601235,583.89037712902541,12357,12626,12509,48.852216140644394,269
102,76.773386569214821,767.85486222631039,402.19093956346649,239.50566515559282,691.08147565709555,12428,12638,12508,41.252225318763109,210
125,89.376729538555082,3145.0389250377243,453.97205617743191,527.67413096941868,3055.6621954991692,12382,12613,12501,48.774953549439694,231
102,128.82794699105858,3067.934282330712,689.05640796783553,683.05782682758513,2939.1063353396535,12241,12620,12492,61.036634076863166,379
126,70.394332580568076,2527.0237381321372,551.58175166191108,626.98923257144077,2456.6294055515691,12436,12626,12519,44.396648317779039,190
102,92.282102255632466,2711.4061250878658,472.01774336411876,487.34918826122407,2619.1240228322335,12377,12664,12513,46.115647553141237,287
127,52.850423120821937,2429.5608974166403,506.43806815788207,334.71130411261413,2376.7104742958181,12396,12697,12514,42.261617308388253,301
102,122.43985458457341,3136.1427961164572,512.36076258499236,476.72966989420831,3013.7029415318839,12379,12595,12499,41.120676064481231,216
128,114.51629608343679,3139.6535028371386,455.73005943513465,481.91436377570614,3025.1372067537018,12376,12617,12499,45.77922034200266,241
102,122.28764084838559,961.24939015148709,391.46837298517124,216.13918917904834,838.96174930310144,12224,12646,12500,57.229745776588011,422
129,52.704445992378595,725.86300524559556,376.11045605425835,232.99383702791636,673.15855925321694,12451,12612,12512,26.841898747008774,161
102,98.698117265423079,3031.035752785745,669.88710869533111,773.64612374101239,2932.3376355203218,12437,12559,12509,27.164054376664012,122
130,92.387209923997034,3141.5337327241186,651.16872576938886,684.71788161767483,3049.1465228001216,12414,12562,12508,25.396607141919326,148
102,97.729599419338413,3091.1907484777621,536.38258677506303,599.96732506108003,2993.4611490584239,12469,12558,12519,21.293744473882658,89
131,149.41161233074251,3059.5562769407006,697.54973343652682,541.02797879529828,2910.144664609958,12465,12621,12517,33.360329204398603,156
