223-207,1
223-208,1
223-209,1
223-210,1
223-211,1
223-212,1
223-213,1
223-214,2
223-215,1
223-217,1
223-218,1
223-219,1
223-220,1
224-200,1
224-201,1
224-203,1
224-204,1
224-205,1
224-206,1
224-207,1
224-208,1
224-209,2
224-210,1
224-211,1
224-212,1
224-213,1
224-214,1
224-215,1
224-217,2
224-218,1
224-219,1
224-220,1
226-200,1
226-201,1
226-203,1
226-204,1
226-205,1
226-206,1
226-207,1
226-208,1
226-209,1
226-210,1
226-211,1
226-212,1
226-213,1
226-214,1
226-215,1
226-217,1
226-218,1
226-219,1
226-220,1
227-200,1
227-201,1
227-203,1
227-204,1
227-205,1
227-206,1
227-207,1
227-208,1
227-209,1
227-210,1
227-211,1
227-212,1
227-213,1
227-214,1
227-215,1
227-217,1
227-218,1
227-219,1
227-220,1
229-200,1
229-201,1
229-203,1
229-204,1
229-205,1
229-206,1
229-207,1
229-208,1
229-209,1
229-210,1
229-211,1
229-212,1
229-213,2
229-214,1
229-215,1
229-217,1
229-218,1
229-219,1
229-220,1
230-200,1
230-201,2
230-203,2
230-204,2
230-205,2
230-206,2
230-207,1
230-208,1
230-209,2
230-210,1
230-211,2
230-212,2
230-213,2
230-214,2
230-215,2
230-217,2
230-218,2
230-219,2
230-220,2
231-200,1
231-201,2
231-203,1
231-204,2
231-205,2
231-206,2
231-207,2
231-208,2
231-209,2
231-210,1
231-211,2
231-212,2
231-213,2
231-214,2
231-215,2
231-217,2
231-218,2
231-219,2
231-220,2
232-200,1
232-201,2
232-203,2
232-204,2
232-205,2
232-206,2
232-207,2
232-208,2
232-209,2
232-210,2
232-211,2
232-212,2
232-213,2
232-214,2
232-215,2
232-217,2
232-218,2
232-219,2
232-220,1
233-203,1
233-204,1
233-205,1
233-206,1
233-207,1
233-208,2
233-209,2
233-210,1
233-211,1
233-212,1
234-200,1
234-201,1
234-203,1
234-204,1
234-205,1
234-206,1
234-207,1
234-208,1
234-209,1
234-210,1
234-212,2
234-213,1
234-214,2
234-215,1
234-217,1
234-218,2
234-219,1
234-220,1
235-200,1
235-201,2
235-203,2
235-204,1
235-205,2
235-206,2
235-207,1
235-208,2
235-209,2
235-210,1
235-211,2
235-212,2
235-213,2
235-214,2
235-215,1
235-217,2
235-218,2
235-219,2
235-220,2
236-200,1
236-201,2
236-203,2
236-204,2
236-205,2
236-206,2
236-207,2
236-208,1
236-209,2
236-210,1
236-211,2
236-212,2
236-213,1
236-214,2
236-215,2
236-217,2
236-218,2
236-219,2
236-220,2
237-200,1
237-201,1
237-203,1
237-204,1
237-205,1
237-206,1
237-207,1
237-208,1
237-209,1
237-210,1
237-211,1
237-212,1
237-213,1
237-214,1
237-215,1
237-217,1
237-218,1
237-219,1
237-220,1
238-200,1
238-201,1
238-203,1
238-204,1
238-205,1
238-206,1
238-207,1
238-208,1
238-209,1
238-210,1
238-211,1
238-212,1
238-213,1
238-214,1
238-215,1
238-217,1
238-218,1
238-219,1
238-220,1
239-200,1
239-201,1
239-203,1
239-204,1
239-205,1
239-206,1
239-207,1
239-208,1
239-209,1
239-210,1
239-211,1
239-212,1
239-213,1
239-214,1
239-215,1
239-217,1
239-218,1
239-219,1
239-220,1
240-200,1
240-201,1
240-203,1
240-204,1
240-205,1
240-206,1
240-207,1
240-208,1
240-209,1
240-210,1
240-211,1
240-212,1
240-213,1
240-214,1
240-215,1
240-217,1
240-218,1
240-219,1
240-220,1
321-301,2
321-302,2
321-303,1
321-304,2
321-305,1
321-306,2
321-307,2
321-308,2
321-309,2
321-310,2
321-311,2
321-312,2
321-313,2
321-314,2
321-315,2
321-316,2
321-317,2
321-318,2
322-301,2
322-302,2
322-303,1
322-304,2
322-305,1
322-306,2
322-307,2
322-308,1
322-309,2
322-310,2
322-311,1
322-312,2
322-313,1
322-314,2
322-315,2
322-316,1
322-317,2
322-318,2
323-301,2
323-302,1
323-303,1
323-304,2
323-305,2
323-306,1
323-307,2
323-308,2
323-309,1
323-310,2
323-311,1
323-312,2
323-313,2
323-314,1
323-315,2
323-316,2
323-317,2
323-318,1
325-301,2
325-302,2
325-303,1
325-304,1
325-305,2
325-306,1
325-307,2
325-308,2
325-309,1
325-310,1
325-311,1
325-312,2
325-313,1
325-314,1
325-315,1
325-316,2
325-317,1
325-318,2
326-301,1
326-302,2
326-303,1
326-304,2
326-305,1
326-306,2
326-307,1
326-308,2
326-309,2
326-310,1
326-311,1
326-312,1
326-313,2
326-314,1
326-315,2
326-316,1
326-317,1
326-318,2
327-301,2
327-302,2
327-303,1
327-304,1
327-305,1
327-306,2
327-307,1
327-308,2
327-309,1
327-310,1
327-311,1
327-312,1
327-313,1
327-314,1
327-315,1
327-316,2
327-317,1
327-318,2
328-301,2
328-302,2
328-303,1
328-304,2
328-305,2
328-306,2
328-307,2
328-308,1
328-309,2
328-310,2
328-311,1
328-312,2
328-313,1
328-314,2
328-315,2
328-316,2
328-317,2
328-318,2
329-301,1
329-302,2
329-303,1
329-304,2
329-305,2
329-306,2
329-307,2
329-308,2
329-309,2
329-310,2
329-311,2
329-312,2
329-313,1
329-314,2
329-315,2
329-316,2
329-317,2
329-318,2
330-301,2
330-302,2
330-303,1
330-304,2
330-306,2
330-307,2
330-308,2
330-309,2
330-310,2
330-311,1
330-312,2
330-313,2
330-314,2
330-315,2
330-316,2
330-317,2
330-318,2
331-301,2
331-302,1
331-303,1
331-304,2
331-305,2
331-306,2
331-307,2
331-308,1
331-309,2
331-310,2
331-311,2
331-312,2
331-314,1
331-315,2
331-316,1
331-317,2
331-318,2
332-301,2
332-302,2
332-303,1
332-304,2
332-305,1
332-306,2
332-307,1
332-308,2
332-309,2
332-310,2
332-311,2
332-312,1
332-313,2
332-314,2
332-315,1
332-316,2
332-317,2
332-318,2
333-301,1
333-302,2
333-303,1
333-304,2
333-305,2
333-306,2
333-307,2
333-308,2
333-309,2
333-310,2
333-311,1
333-312,1
333-313,2
333-314,2
333-315,2
333-316,2
333-317,2
333-318,1
334-301,2
334-302,2
334-303,1
334-304,2
334-305,2
334-306,2
334-307,2
334-308,2
334-309,2
334-310,2
334-311,2
334-312,2
334-313,2
334-314,2
334-315,1
334-316,2
334-317,2
334-318,2
335-301,2
335-302,2
335-303,1
335-304,1
335-305,2
335-306,1
335-307,2
335-308,2
335-309,1
335-310,2
335-311,2
335-312,2
335-313,2
335-314,2
335-315,2
335-316,2
335-317,2
335-318,2
336-301,1
336-302,1
336-303,1
336-304,2
336-305,1
336-306,1
336-307,2
336-308,1
336-309,2
336-310,1
336-311,1
336-312,2
336-313,1
336-314,1
336-315,1
336-316,2
336-317,1
336-318,2
337-301,2
337-302,2
337-303,1
337-304,1
337-305,2
337-306,1
337-307,1
337-308,1
337-309,2
337-310,2
337-311,1
337-312,2
337-313,2
337-314,2
337-315,2
337-316,2
337-317,2
337-318,2
