218_234,7.498
218_235,-3.079
218_236,-3.267
218_237,-1.013
218_238,1.129
218_239,1.209
218_240,8.03
219_221,-7.613
219_222,-2.991
219_223,-1.238
219_224,0.884
219_226,0.128
219_227,-0.5832
219_229,-0.326
219_230,-9.215
219_231,6.946
219_232,-0.18
219_235,-0.116
219_236,2.315
219_237,-0.432
219_238,1.619
219_239,33.068
219_240,0.347
220_221,-0.865
220_222,-0.59
220_223,-5.12
220_224,0.58
220_226,-0.231
220_227,0.2
220_229,-5.772
220_231,5.765
220_232,0.25
220_234,0.726
220_235,3.087
220_236,-1.732
220_237,4.035
220_238,-1.864
220_239,5.272
220_240,-0.988
301_321,-13.015
301_322,-0.318
301_323,-53.6801
301_235,-0.4206
301_326,-0.8419
301_327,1.3305
301_328,0.89
301_329,0.368
301_330,-3.67
301_331,0
301_332,9.12
301_333,0.6124
301_334,-1.0569
301_335,5.8945
301_336,2.613
301_337,-0.334
302_321,-0.203
302_322,1.571
302_323,0.052
302_325,0.358
302_326,-0.214
302_327,2.806
302_328,-2.389
302_329,44.189
302_330,4.314
302_331,0.308
302_332,-3.541
302_333,4.679
302_334,23.289
302_335,0.39
302_336,4.237
302_337,7.568
304_321,-37.297
304_322,-1.115
304_323,-1.538
304_325,-1.489
304_326,6.367
304_327,14.817
304_328,1.78
304_329,1.389
304_330,-0.065
304_331,2.847
304_332,-1.825
304_333,-0.858
304_334,-0.847
304_335,-0.338
304_336,-13.452
304_337,3.164
305_321,-3.491
305_322,2.675
305_323,-4.212
305_325,-46.699
305_326,0.642
305_327,-1.036
305_328,-1.066
305_329,-4.685
305_330,-0.532
305_331,-7.968
305_332,0.184
305_333,-4.509
305_334,6.495
305_335,-1.674
305_337,1.559
306_321,-22.631
306_322,-4.111
306_323,-4.978
306_325,-1.672
306_326,8.921
306_327,3.378
306_328,-1.994
306_329,4.548
306_330,-1.769
306_331,1.051
306_332,-1.199
306_333,7.19
306_334,3.85
306_335,0.601
306_336,0.204
306_337,-0.491
307_321,-1.676
307_322,34.226
307_323,-3.068
307_325,-9.193
307_326,-2.37
307_327,2.473
307_328,9.219
307_329,3.967
307_330,29.04
307_331,10.603
307_332,0.244
307_333,6.235
307_334,-1.247
307_335,5.853
307_336,3.806
307_337,6.626
308_321,-204.237
308_322,-0.231
308_323,-4.227
308_325,-14.727
308_326,3.605
308_327,4.894
308_328,-0.367
308_329,-3.536
308_330,23.893
308_331,0.894
308_332,-1.016
308_333,-1.135
308_334,1.595
308_335,-1.991
308_336,-0.743
308_337,0.248
309_321,-2.179
309_322,-0.676
309_323,-1.917
309_325,0.295
309_326,15.283
309_327,0.77
309_328,13.843
309_329,1.102
309_330,9.567
309_331,-0.307
309_332,1.36
309_333,-2.53
309_334,3.091
309_335,-0.606
309_336,29.21
309_337,2.689
310_321,7.377
310_322,-1.181
310_323,2.851
310_325,0.419
310_326,-0.313
310_327,2.895
310_328,-1.68
310_329,-1.103
310_330,-15.835
310_331,3.115
310_332,-0.322
310_333,-1.93
310_334,14.929
310_335,2.289
310_336,0.039
310_337,0.382
311_321,17.651
311_322,0.088
311_323,-3.731
311_325,0.797
311_326,-0.607
311_327,1.952
311_328,-0.178
311_329,2.165
311_330,1.029
311_331,-1.462
311_332,2.289
311_333,-0.426
311_334,-1.349
311_335,0.516
311_336,0.982
311_337,13.204
312_321,-0.366
312_322,-1.25
312_323,-6.717
312_325,20.073
312_326,-2.464
312_327,-0.32
312_328,-2.802
312_329,-2.068
312_330,1.2
312_331,24.194
312_332,0.267
312_333,1.593
312_334,1.267
312_335,-2.884
312_336,1.061
312_337,-2.26
313_321,-0.347
313_322,0.527
313_323,-2.431
313_325,8.323
313_326,1.037
313_327,-1.693
313_328,1.021
313_329,1.125
313_330,-0.776
313_331,-1.274
313_332,-6.209
313_333,-10.179
313_334,-2.177
313_335,14.778
313_336,-5.822
313_337,1.024
314_321,-12.357
314_322,-8.921
314_323,-0.927
314_325,0.615
314_326,-2.54
314_327,-0.29
314_328,-11.523
314_329,46.015
314_330,-2.465
314_331,0.687
314_332,-2.134
314_333,7.392
314_334,-3.579
314_335,-1.604
314_336,1.429
314_337,20.787
315_321,-1.476
315_322,3.702
315_323,-13.318
315_325,-2.288
315_326,6.625
315_327,1.21
315_328,-2.434
315_329,22.73
315_330,-0.264
315_331,5.922
315_332,-0.792
315_335,-12.666
315_336,-2.162
315_337,-6.283
316_321,-2.34
316_322,-0.936
316_323,-0.79
316_325,21.774
316_326,-2.658
316_327,3.681
316_328,-2.352
316_329,-2.15
316_330,-0.378
316_331,-0.502
316_332,-1.139
316_333,7.252
316_334,-2.659
316_335,38.213
316_336,4.059
316_337,4.529
317_321,24.124
317_322,0.665
317_323,-3.379
317_325,-1.916
317_326,0.756
317_327,-0.879
317_328,3.657
317_329,7.97
317_330,-0.12
317_331,6.868
317_332,-4.214
317_333,-1.885
317_334,-2.105
317_335,1.558
317_336,-0.361
317_337,-35.356
318_321,-2.41
318_322,-3.49
318_323,0.303
318_325,-2.873
318_326,-3.59
318_327,-3.443
318_328,-6.679
318_329,2.835
318_330,-2.735
318_331,-16.512
318_332,-1.143
318_333,-0.739
318_334,-1.7
318_335,-1.397
318_336,-11.773
318_337,5.687
