feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
128.63587670462636,673.3407981408601,475.34110512423212,245.98220132606897,544.70492143623369,12268,12476,12397,92.164104846855778,208
188.41490926097174,592.26275483172014,446.66260308290413,183.10356294434331,403.8478455707484,12352,12602,12495,105.18871929378486,250
182.01391451459705,185.97145211055349,184.43503641169687,1.7325423994349372,3.9575375959564383,12380,12877,12637,203.31311374877475,497
127.55873329663441,716.35505454820714,342.31187691277893,265.455913707273,588.79632125157275,12177,12963,12573,320.9112026713932,786
91.531539841805611,489.42294426737226,263.64628448987526,166.81145700152183,397.89140442556663,12443,12471,12455,11.67142760000773,28
107.7625227508185,533.14161445524439,284.20740136991191,181.06696850123214,425.37909170442589,12452,12621,12524,70.994522480415498,169
261.44920965776504,706.35010814038924,448.36523542177787,188.45386371426773,444.9008984826242,12359,12669,12544,133.78174597289257,310
212.56559969369519,739.51779221327729,499.44918597002658,217.65934403239999,526.95219251958213,12365,12611,12477,101.55567712124989,246
155.55323858989098,667.1961773748227,364.78546963730793,219.02251876741755,511.64293878493174,12529,12855,12652,144.42837517453265,326
119.97532731050124,198.21789265046388,171.40263114503702,36.375717435783692,78.242565339962638,12640,12795,12702,66.967653883547896,155
257.14077775949556,275.37785426984385,265.2399212236038,7.5835452189254742,18.237076510348288,12393,12904,12666,210.13381979639121,511
235.1632977635966,653.3360283498389,408.96253758488962,177.86259082726778,418.17273058624232,12022,12539,12296,212.24880578122355,517
0,0,0,0,0,0,0,0,0,0
116.38451613557841,596.78045131915769,435.61514691028697,225.73369145164628,480.3959351835793,12369,12573,12466,83.543734388376222,204
114.71515231141734,128.50091353091699,123.65034634635022,6.3258693990267147,13.785761219499648,12281,12789,12498,213.8893795088168,508
109.17864720683318,2178.8201433226573,800.48660003265377,974.63056319668499,2069.6414961158239,12459,12673,12537,96.115671054319876,214
0,0,0,0,0,0,0,0,0,0
470.46118315112216,528.22914369669581,501.84502549121754,23.847183585844316,57.767960545573658,12228,12653,12485,184.72742682726414,425
122.00809624064371,132.17789664369698,127.36883929639721,4.1700901589110124,10.169800403053273,12013,12605,12221,271.62760455365276,592
554.45840233209356,593.1776709825142,574.73780700999089,15.860503853091753,38.719268650420645,12473,12678,12585,84.762413053585647,205
536.41211887937538,559.96070444095164,551.87449219453288,10.937391053071176,23.54858556157626,12647,12664,12655,6.9442222186665532,17
566.25717078954938,615.55642175398827,585.91487449080375,21.328570597760883,49.299250964438897,12599,12802,12669,94.088610717061101,203
77.384684186719866,308.56383193313616,190.51954444791917,94.442315533313021,231.17914774641628,12228,12614,12389,163.69551680550759,386
145.05402642004566,243.6051856895609,177.95151557720678,46.42419118963987,98.551159269515239,12490,12914,12656,184.58843108084778,424
95.663204602182816,582.54409527487633,266.38286838080194,223.79780552492625,486.88089067269351,12286,12667,12444,161.92659516652051,381
132.04801238107186,751.75449415748983,455.53126593876641,253.72736368661208,619.70648177641795,12472,12839,12710,168.92273052756664,367
126.53505618083638,750.33753846485058,335.27712469648162,293.49370114398374,623.80248228401422,12110,12859,12468,306.6670289852932,749
256.32001367307817,600.0544827774745,462.72973301640917,148.58868525621824,343.73446910439634,12375,12508,12463,62.696801265207213,133
121.40758340915593,504.93223737232984,310.35498083785285,156.6238839482584,383.52465396317393,12441,12557,12509,49.701330185642135,116
524.58943917957288,597.39019269276787,569.02352479403237,31.818326606542524,72.800753513194991,12446,12654,12542,85.605036196605994,208
129.38601573147827,640.3796086460726,457.2929825301178,232.39092252284468,510.99359291459433,12326,12771,12610,201.82555724079037,445
132.19712049809323,562.71766586721458,275.93028607745526,202.78949043897234,430.52054536912135,12417,12698,12542,116.7057077534009,281
141.63534846272282,559.29103468567314,419.39222117803507,196.40553526648355,417.65568622295029,12354,12768,12613,184.69855320374211,414
137.19529909300792,166.31444657901466,149.08154558471389,12.474540027740261,29.119147486006739,12484,12573,12524,36.736297521056137,89
136.43676670415388,2312.9435196136651,1005.8272464485027,940.92093682540155,2176.5067529095113,11890,12907,12488,434.328856461962,1017
0,0,0,0,0,0,0,0,0,0
125.12718776333017,539.6376425488744,396.67515855850138,192.1030970499086,414.5104547855442,11924,12491,12192,232.51236526258126,567
122.10837423843434,599.30035327768826,430.24970692021253,218.23184992338474,477.19197903925391,12503,12666,12566,71.331775683928001,163
280.79832496154791,576.41133917803256,464.263821552634,130.79616237069439,295.61301421648466,12646,12740,12699,39.516522564056103,94
189.94860738485738,571.63995220664867,435.23141471170902,173.80501652050759,381.69134482179129,12309,12810,12614,218.90688025327626,501
182.23821835215963,613.91368964909134,369.08669419522948,180.93656288333261,431.67547129693173,12465,12605,12544,58.554817621325292,140
77.253497696410619,240.85022325483868,152.68345582292503,67.392590526563012,163.59672555842806,12520,12540,12532,8.6409875978771478,20
147.800276117842,595.302654595788,435.92085291365885,204.11573326454482,447.50237847794597,12280,12794,12519,211.26655096241706,514
103.39265040571343,121.13109504235631,114.91794586724352,8.1579114221731146,17.738444636642882,12418,12938,12597,241.22327140362447,520
130.51843814277854,762.10369445079425,543.57736045805234,292.24097355437482,631.58525630801569,12637,12753,12698,47.546468498371851,116
122.09597445142774,563.74839983281254,407.63768343122189,202.20204844189743,441.65242538138477,12160,12542,12340,156.67872294036042,382
299.63622450464948,614.77621960408464,504.97394895519375,145.31247096661247,315.13999509943517,12333,12629,12528,137.91543302570119,296
501.23935481511097,586.72877936557734,546.32062406872092,35.056990962641329,85.489424550466367,12286,12626,12494,149.0152863150474,340
126.77904188858636,594.90913751988808,283.18644533226114,220.42168041756668,468.13009563130174,12471,12844,12622,160.19224561618316,373
